PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON,PLAYER(season),TEAM(season),OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,Off_kmean,Def_kmean,Ovr_kmean
Rashad McCants,MIN,21,79,31,48,52.4,24.1,9.3,20.6,45.0,2.6,6.9,37.2,3.0,4.1,73.6,1.1,4.4,5.5,2.4,3.3,1.7,0.8,6.8,38.6,0,0,-4.3,05-06,Rashad McCants(05-06),MIN(05-06),97.7,101.9,-4.2,8.8,0.73,8.6,2.3,8.2,5.3,11.8,51.3,53.9,22.8,91.7,7.5,1,2,2
Stephen Jackson,IND,28,81,41,40,52.4,23.9,8.5,20.7,41.1,2.1,6.1,34.5,4.8,6.1,78.6,0.9,4.8,5.6,4.1,3.7,1.9,0.8,3.5,41.0,0,0,0.6,05-06,Stephen Jackson(05-06),IND(05-06),101.9,101.8,0.1,14.1,1.11,13.0,1.7,9.2,5.5,11.7,46.2,51.2,23.7,91.38,9.4,2,0,0
Rasheed Wallace,DET,31,80,63,17,54.9,23.9,9.1,21.1,43.0,3.1,8.6,35.7,2.7,3.6,74.3,1.8,9.0,10.8,3.6,1.7,1.6,2.6,4.6,53.2,12,0,12.2,05-06,Rasheed Wallace(05-06),DET(05-06),111.4,99.0,12.4,10.9,2.14,12.9,3.4,17.3,10.3,6.0,50.3,52.7,21.2,87.49,11.9,1,2,2
Matt Harpring,UTA,30,71,35,36,52.4,23.9,8.7,18.3,47.5,0.4,1.1,35.9,6.1,8.4,72.5,4.3,5.7,9.9,2.6,2.9,1.6,0.4,5.4,42.7,4,0,-2.6,05-06,Matt Harpring(05-06),UTA(05-06),101.8,104.8,-3.0,9.5,0.9,9.5,8.5,11.5,10.0,10.6,48.5,54.2,21.4,91.42,10.5,2,1,1
Hedo Turkoglu,ORL,27,78,35,43,53.6,23.9,8.2,18.0,45.4,2.3,5.8,40.3,5.2,6.1,86.1,1.4,5.4,6.8,4.4,2.7,1.4,0.4,4.8,41.6,1,0,-1.1,05-06,Hedo Turkoglu(05-06),ORL(05-06),105.7,106.8,-1.0,14.2,1.66,16.1,3.0,10.6,6.9,9.7,51.9,57.8,20.2,89.66,11.1,2,0,0
Bracey Wright,MIN,21,7,1,6,52.0,23.8,8.1,19.6,41.2,2.3,6.5,35.3,5.4,6.2,87.5,1.2,5.8,6.9,1.9,3.1,0.4,0.0,3.1,33.1,0,0,-3.8,05-06,Bracey Wright(05-06),MIN(05-06),90.8,96.5,-5.7,7.2,0.63,6.9,2.2,10.9,6.5,11.1,47.1,53.4,22.3,91.49,10.3,2,2,2
Andres Nocioni,CHI,26,82,41,41,50.2,23.8,8.6,18.6,46.1,2.1,5.3,39.1,4.6,5.4,84.3,2.0,9.2,11.2,2.6,2.7,0.9,1.2,5.7,44.7,13,0,-2.0,05-06,Andres Nocioni(05-06),CHI(05-06),101.8,103.4,-1.6,9.1,0.98,10.0,3.9,18.6,11.2,10.2,51.7,56.7,20.8,95.74,12.3,2,2,2
Ike Diogu,GSW,22,69,26,43,50.5,23.8,8.6,16.4,52.4,0.0,0.0,0.0,6.7,8.2,81.0,4.7,6.6,11.2,1.4,3.8,0.7,1.5,8.0,42.2,3,0,-3.8,05-06,Ike Diogu(05-06),GSW(05-06),100.7,104.0,-3.3,5.1,0.37,5.7,8.9,13.6,11.2,15.2,52.4,59.6,20.4,95.24,9.2,0,1,1
Salim Stoudamire,ATL,23,61,20,41,49.8,23.8,8.2,19.8,41.5,3.3,8.7,38.0,4.0,4.4,90.0,0.5,4.2,4.7,3.0,3.3,1.1,0.1,4.8,34.2,0,0,-4.0,05-06,Salim Stoudamire(05-06),ATL(05-06),102.7,108.1,-5.4,10.7,0.91,10.8,1.0,8.9,4.9,11.8,49.8,54.5,21.8,95.68,8.1,1,2,2
Kenyon Martin,DEN,28,56,25,31,50.6,23.6,9.7,19.7,49.5,0.2,0.7,22.7,4.0,5.6,71.2,3.0,8.5,11.6,2.6,2.4,1.4,1.7,5.6,48.3,7,0,1.8,05-06,Kenyon Martin(05-06),DEN(05-06),104.9,102.9,2.0,8.6,1.1,9.6,6.4,17.0,11.9,8.7,49.9,53.3,21.6,94.9,11.2,2,1,1
Willie Green,PHI,24,10,4,6,51.4,23.6,9.4,22.2,42.4,3.4,6.4,52.6,1.3,1.7,80.0,0.3,4.7,5.1,1.7,4.0,0.7,0.0,4.4,30.1,0,0,-9.8,05-06,Willie Green(05-06),PHI(05-06),94.6,103.0,-8.4,6.5,0.42,5.9,0.7,8.6,4.8,14.1,50.0,51.3,24.1,94.01,6.0,1,2,2
Sean May,CHA,22,23,7,16,49.3,23.4,8.7,21.2,40.9,0.0,0.6,0.0,6.1,7.9,76.6,5.2,8.3,13.5,2.7,4.1,2.1,1.5,7.2,50.3,1,0,-2.7,05-06,Sean May(05-06),CHA(05-06),97.8,100.6,-2.8,10.5,0.67,8.6,9.7,18.0,13.5,12.9,40.9,47.4,24.3,97.28,10.2,2,1,1
Stromile Swift,HOU,26,66,26,40,53.6,23.4,9.0,18.3,49.1,0.0,0.1,0.0,5.4,8.3,65.1,4.1,7.5,11.6,1.0,3.6,1.5,2.0,7.9,45.7,3,0,-5.4,05-06,Stromile Swift(05-06),HOU(05-06),96.5,101.5,-5.0,4.0,0.27,3.7,8.2,14.0,11.2,13.6,49.1,53.3,22.5,89.71,8.9,0,1,1
Tyronn Lue,ATL,29,51,17,34,51.5,23.4,8.0,17.4,45.9,2.4,5.3,45.7,4.9,5.8,85.5,0.5,2.9,3.4,6.6,3.1,1.1,0.1,4.7,37.8,0,0,-4.9,05-06,Tyronn Lue(05-06),ATL(05-06),104.2,109.0,-4.8,22.5,2.09,22.2,1.1,6.0,3.5,10.6,52.9,58.5,19.9,93.25,10.4,3,0,0
Chris Paul,NOK,21,78,35,43,52.1,23.3,7.5,17.6,43.0,0.9,3.3,28.2,7.3,8.6,84.7,1.1,6.3,7.4,11.3,3.4,3.2,0.1,4.0,55.9,21,2,-3.4,05-06,Chris Paul(05-06),NOK(05-06),101.4,104.5,-3.2,37.8,3.34,31.4,2.2,13.1,7.4,9.4,45.6,54.6,21.6,92.22,16.1,3,0,0
Mo Williams,MIL,23,58,27,31,50.8,23.3,8.8,20.8,42.4,2.4,6.3,38.2,3.2,3.7,85.0,1.0,3.7,4.7,7.6,3.5,1.7,0.2,4.8,42.8,1,0,-3.1,05-06,Mo Williams(05-06),MIL(05-06),103.1,106.2,-3.1,25.9,2.19,22.7,1.9,8.2,4.9,10.4,48.3,51.8,22.4,94.58,10.0,3,0,0
Shareef Abdur-Rahim,SAC,29,72,38,34,51.4,23.3,8.7,16.6,52.5,0.1,0.6,22.7,5.7,7.3,78.4,2.8,6.6,9.4,3.9,2.8,1.3,1.1,6.0,44.6,3,0,4.2,05-06,Shareef Abdur-Rahim(05-06),SAC(05-06),107.3,103.0,4.4,13.0,1.38,14.7,5.7,13.3,9.5,10.7,52.9,58.8,19.9,93.4,11.2,2,0,0
Darius Miles,POR,24,40,9,31,53.4,23.2,9.8,21.2,46.1,0.1,0.4,20.0,3.6,6.8,53.4,1.0,6.6,7.6,3.0,4.1,1.7,1.6,4.2,42.8,1,0,-8.5,05-06,Darius Miles(05-06),POR(05-06),97.6,106.1,-8.5,10.6,0.74,9.7,2.0,12.4,7.4,13.1,46.3,48.0,25.3,89.87,8.2,0,1,1
Antoine Walker,MIA,29,82,52,30,51.1,23.2,9.1,20.8,43.5,3.2,8.9,35.8,1.9,3.0,62.8,2.4,7.4,9.8,3.9,3.5,1.1,0.7,4.3,42.6,4,0,3.2,05-06,Antoine Walker(05-06),MIA(05-06),105.0,102.4,2.6,12.9,1.11,13.1,4.9,14.5,9.8,11.8,51.2,52.4,22.5,93.77,10.5,1,2,2
Anthony Grundy,ATL,27,12,5,7,48.2,23.2,8.5,17.0,50.0,2.2,6.7,33.3,4.0,6.3,64.3,0.4,7.1,7.6,4.0,4.0,3.1,0.0,6.3,43.7,0,0,12.9,05-06,Anthony Grundy(05-06),ATL(05-06),108.0,96.4,11.7,13.0,1.0,14.5,0.9,13.7,7.6,14.5,56.6,58.9,20.9,98.88,11.3,2,0,0
Primoz Brezec,CHA,26,79,25,54,51.1,23.2,9.6,18.7,51.7,0.0,0.0,0.0,3.9,5.3,73.2,4.3,6.1,10.4,1.1,2.0,0.4,0.8,5.4,38.8,7,0,-7.8,05-06,Primoz Brezec(05-06),CHA(05-06),99.8,107.9,-8.1,3.7,0.53,4.4,8.0,13.6,10.5,8.4,51.7,55.2,19.9,93.89,9.2,0,1,1
Metta World Peace,SAC,26,56,36,20,51.9,23.1,8.2,20.4,40.4,1.8,5.9,30.8,4.8,7.2,67.5,1.8,5.0,6.7,4.8,3.1,2.9,1.0,3.9,46.8,2,0,8.2,05-06,Metta World Peace(05-06),SAC(05-06),106.9,98.9,8.0,15.7,1.55,15.2,3.6,9.8,6.8,9.8,44.9,49.1,23.4,92.48,9.6,2,0,0
Nenad Krstic,NJN,22,80,48,32,52.7,23.1,9.5,18.8,50.7,0.0,0.1,25.0,4.0,5.7,69.8,3.9,7.1,11.0,1.9,2.8,0.7,1.3,6.3,42.3,12,0,5.7,05-06,Nenad Krstic(05-06),NJN(05-06),105.8,99.3,6.5,6.3,0.66,7.2,7.8,14.2,11.0,10.9,50.8,54.1,21.4,91.35,8.9,0,1,1
Jalen Rose,NYK,33,72,21,51,51.4,23.0,7.5,17.8,42.3,1.5,4.5,34.3,6.4,8.2,78.0,0.7,4.7,5.5,4.7,3.0,0.8,0.3,4.0,37.0,1,0,-6.7,05-06,Jalen Rose(05-06),NYK(05-06),104.6,111.9,-7.3,15.8,1.57,16.3,1.5,10.3,5.7,10.4,46.6,53.8,21.3,93.11,8.8,2,0,0
Dwight Howard,ORL,20,82,36,46,53.7,23.0,8.3,15.7,53.1,0.0,0.0,0.0,6.3,10.6,59.5,5.1,13.0,18.2,2.2,3.9,1.2,2.0,4.9,53.8,60,0,0.4,05-06,Dwight Howard(05-06),ORL(05-06),106.6,106.1,0.5,7.0,0.58,8.4,10.8,26.0,18.6,14.6,53.1,56.5,21.1,89.42,13.8,0,1,1
Charlie Villanueva,TOR,21,81,26,55,51.5,23.0,9.5,20.5,46.3,1.5,4.7,32.7,2.5,3.5,70.6,3.9,7.4,11.4,1.9,2.2,1.3,1.4,5.4,45.3,12,0,-0.8,05-06,Charlie Villanueva(05-06),TOR(05-06),109.6,110.3,-0.7,6.3,0.89,7.3,8.0,15.9,11.8,8.3,50.0,52.1,21.3,93.31,9.5,1,2,2
Troy Hudson,MIN,30,36,17,19,53.6,22.9,8.5,22.3,38.1,2.7,6.8,39.6,3.2,3.5,92.3,0.5,2.4,3.0,7.1,2.7,0.8,0.3,3.7,37.7,0,0,-2.1,05-06,Troy Hudson(05-06),MIN(05-06),101.5,103.8,-2.4,23.9,2.65,21.4,1.1,4.6,2.8,8.1,44.1,48.0,22.9,89.42,8.8,3,0,0
Stephon Marbury,NYK,29,60,18,42,51.4,22.9,8.2,18.1,45.1,0.8,2.4,31.7,5.8,7.6,75.5,0.6,3.5,4.1,9.0,3.7,1.5,0.1,3.4,42.3,7,0,-6.1,05-06,Stephon Marbury(05-06),NYK(05-06),103.3,109.9,-6.6,30.5,2.43,26.3,1.2,7.2,4.2,10.8,47.2,53.2,21.6,93.2,12.0,3,0,0
Al Jefferson,BOS,21,59,23,36,52.4,22.9,9.3,18.7,49.9,0.0,0.2,0.0,4.2,6.6,64.2,4.8,10.0,14.8,1.5,3.1,1.5,2.3,8.2,51.0,5,0,-5.4,05-06,Al Jefferson(05-06),BOS(05-06),98.9,103.4,-4.5,5.5,0.48,5.7,9.9,19.8,14.9,11.7,49.9,53.0,21.5,91.96,11.3,0,1,1
Matt Carroll,CHA,25,78,24,54,49.1,22.9,7.4,18.3,40.3,2.8,7.1,38.9,5.3,6.5,82.1,1.3,4.7,6.0,1.3,1.8,1.8,0.4,4.6,37.0,0,0,-1.3,05-06,Matt Carroll(05-06),CHA(05-06),99.9,101.6,-1.7,4.8,0.73,5.6,2.5,10.5,6.2,7.7,47.9,54.0,19.8,97.57,8.6,1,2,2
Speedy Claxton,NOK,28,71,33,38,52.8,22.8,8.0,19.3,41.3,0.4,1.6,27.0,6.4,8.4,76.9,1.0,4.0,5.1,8.9,4.0,2.8,0.2,4.6,47.1,4,0,1.1,05-06,Speedy Claxton(05-06),NOK(05-06),103.5,102.2,1.3,30.6,2.2,24.8,2.0,8.1,5.0,11.2,42.5,49.7,23.4,90.95,11.5,3,0,0
Jamal Crawford,NYK,26,79,21,58,51.6,22.8,7.4,17.8,41.6,2.0,5.9,34.5,6.0,7.2,82.6,0.7,4.3,5.0,6.1,3.5,1.8,0.3,3.0,40.6,3,0,-6.2,05-06,Jamal Crawford(05-06),NYK(05-06),102.5,108.6,-6.1,21.2,1.72,20.1,1.5,9.2,5.3,11.7,47.4,54.4,20.9,93.01,11.5,2,0,0
Larry Hughes,CLE,27,36,23,13,52.2,22.8,7.8,19.1,40.9,1.1,3.1,36.8,6.0,7.9,75.6,1.1,5.5,6.6,5.3,4.0,2.2,0.9,4.8,43.7,1,0,1.0,05-06,Larry Hughes(05-06),CLE(05-06),108.5,107.0,1.5,17.4,1.32,16.6,2.1,11.1,6.6,12.6,43.9,50.4,23.4,92.07,8.6,2,0,0
Sean Marks,SAS,30,25,19,6,50.6,22.7,10.4,19.9,52.1,0.0,0.8,0.0,2.0,3.4,58.3,3.4,8.7,12.0,2.0,2.0,1.4,2.0,5.9,48.2,0,0,-10.1,05-06,Sean Marks(05-06),SAS(05-06),93.3,103.9,-10.7,7.4,1.0,7.8,7.1,19.1,13.0,7.8,52.1,53.1,20.5,94.6,12.3,0,1,1
Devin Harris,DAL,23,56,45,11,52.1,22.7,7.8,16.6,46.9,0.2,0.9,23.8,6.9,9.7,71.6,1.1,4.1,5.1,7.2,3.4,2.2,0.7,5.0,44.7,1,0,6.8,05-06,Devin Harris(05-06),DAL(05-06),106.4,99.8,6.5,24.7,2.11,23.0,2.2,7.9,5.1,10.9,47.5,54.4,21.1,91.92,11.8,2,0,0
Leandro Barbosa,PHX,23,57,36,21,48.4,22.6,8.3,17.2,48.1,2.6,6.0,44.4,3.4,4.5,75.5,0.9,3.6,4.6,4.8,2.7,1.5,0.2,4.4,37.5,0,0,3.4,05-06,Leandro Barbosa(05-06),PHX(05-06),109.7,106.6,3.1,14.3,1.78,18.0,2.0,7.2,4.7,10.1,55.8,58.9,19.7,99.06,8.8,1,2,2
Morris Peterson,TOR,28,82,27,55,51.7,22.6,7.9,18.0,43.6,2.9,7.4,39.5,4.0,4.8,82.0,1.1,5.2,6.3,3.1,2.1,1.7,0.2,3.7,38.6,3,0,-3.6,05-06,Morris Peterson(05-06),TOR(05-06),107.7,111.6,-3.8,10.0,1.51,12.4,2.1,11.5,6.6,8.2,51.7,56.1,19.6,92.8,9.3,1,2,2
Keith Van Horn,DAL,30,53,38,15,51.9,22.5,7.8,18.4,42.4,2.4,6.5,36.8,4.5,5.4,83.2,2.6,6.6,9.1,1.8,3.4,1.5,0.5,5.8,38.7,2,0,4.5,05-06,Keith Van Horn(05-06),DAL(05-06),106.7,102.3,4.4,6.0,0.52,6.7,5.2,13.0,9.1,12.9,48.8,54.0,21.1,92.52,8.9,1,2,2
Michael Sweetney,CHI,23,66,31,35,51.4,22.4,8.4,18.7,45.0,0.0,0.0,0.0,5.6,8.6,65.2,5.0,9.8,14.7,2.5,4.0,0.8,2.4,8.8,49.3,6,0,-2.5,05-06,Michael Sweetney(05-06),CHI(05-06),99.2,100.7,-1.5,8.4,0.62,8.6,9.9,19.0,14.5,13.8,45.0,49.9,23.3,93.83,8.6,0,1,1
JR Smith,NOK,20,55,24,31,52.2,22.3,7.6,19.3,39.3,2.7,7.4,37.1,4.4,5.3,82.2,1.0,4.8,5.8,3.1,2.8,2.0,0.2,4.7,37.5,1,0,-6.4,05-06,JR Smith(05-06),NOK(05-06),98.8,105.1,-6.3,10.2,1.07,11.1,2.0,10.1,5.9,10.4,46.4,51.5,21.5,92.06,7.9,1,2,2
Nate Robinson,NYK,22,72,21,51,51.4,22.3,7.7,18.8,40.7,1.9,4.9,39.7,5.1,6.7,75.2,1.9,3.7,5.6,4.9,3.8,2.0,0.0,6.7,38.5,0,0,-2.8,05-06,Nate Robinson(05-06),NYK(05-06),102.4,104.4,-2.0,17.0,1.29,16.0,3.9,7.6,5.8,12.4,45.8,51.2,22.2,93.8,7.1,2,0,0
Kirk Hinrich,CHI,25,81,40,41,51.3,22.3,7.8,18.7,41.8,2.2,5.9,37.0,4.4,5.4,81.5,0.5,4.5,5.0,8.9,3.3,1.6,0.4,4.4,44.4,11,0,-0.4,05-06,Kirk Hinrich(05-06),CHI(05-06),103.4,103.4,0.0,28.9,2.73,26.9,1.0,8.7,4.9,9.8,47.7,52.8,21.2,93.81,11.5,3,0,0
Steve Francis,NYK,29,70,25,45,52.8,22.2,7.4,16.9,43.5,0.6,1.8,30.1,6.9,8.8,78.7,1.6,4.8,6.4,7.6,4.7,1.6,0.4,4.5,42.6,2,1,-5.0,05-06,Steve Francis(05-06),NYK(05-06),102.2,107.7,-5.5,25.7,1.61,23.0,3.4,9.6,6.6,14.2,45.2,53.4,22.2,90.64,10.9,2,0,0
Dan Gadzuric,MIL,28,74,38,36,51.2,22.2,9.9,17.9,55.3,0.0,0.1,0.0,2.4,5.1,46.1,5.3,8.2,13.4,1.4,2.0,1.4,2.5,9.9,50.1,1,0,-2.1,05-06,Dan Gadzuric(05-06),MIL(05-06),102.8,104.1,-1.3,4.8,0.69,5.9,10.1,17.8,13.7,8.6,55.3,55.0,19.2,94.16,8.9,0,1,1
Gerald Wallace,CHA,23,55,19,36,50.2,22.1,8.4,15.6,53.8,0.4,1.3,28.0,5.0,8.1,61.4,3.3,7.7,10.9,2.5,2.6,3.7,3.0,4.0,56.5,10,0,-1.5,05-06,Gerald Wallace(05-06),CHA(05-06),103.5,105.6,-2.0,8.2,0.97,10.5,6.3,16.8,11.2,10.8,55.0,57.8,18.8,95.39,13.6,0,1,1
Kirk Snyder,NOK,23,68,28,40,53.3,22.1,8.3,18.4,45.3,1.9,5.3,35.7,3.5,4.8,73.5,2.2,4.3,6.6,4.2,2.9,1.2,0.9,4.3,39.7,1,0,1.1,05-06,Kirk Snyder(05-06),NOK(05-06),103.2,102.2,1.0,13.0,1.46,15.1,4.5,8.8,6.7,10.4,50.3,53.7,20.4,89.97,9.1,1,2,2
Gordan Giricek,UTA,29,37,18,19,53.6,22.0,9.3,21.5,43.3,1.0,3.3,30.5,2.4,3.2,75.4,0.8,3.1,3.9,3.5,3.5,0.9,0.2,4.9,31.9,0,0,-4.6,05-06,Gordan Giricek(05-06),UTA(05-06),99.8,103.8,-4.1,12.8,1.0,11.8,1.7,6.4,4.0,11.8,45.7,48.2,22.7,89.78,5.9,1,2,2
Tim Thomas,PHX,29,29,16,13,48.8,22.0,8.3,19.2,43.1,3.4,8.1,41.4,2.1,3.1,66.7,1.6,8.0,9.6,1.5,2.4,1.2,0.5,5.7,38.4,0,0,1.9,05-06,Tim Thomas(05-06),PHX(05-06),111.3,109.7,1.6,4.2,0.61,6.0,3.4,17.0,10.1,9.9,51.9,53.5,20.6,98.2,7.0,1,2,2
Gerald Green,BOS,20,32,13,19,49.2,22.0,8.7,18.2,47.8,0.8,2.6,30.0,3.8,4.9,78.4,1.3,4.1,5.4,2.4,2.9,1.7,0.5,5.4,35.9,0,0,-4.9,05-06,Gerald Green(05-06),BOS(05-06),95.1,97.9,-2.8,9.3,0.82,9.2,3.1,8.3,5.9,11.3,50.0,54.1,21.4,98.52,8.5,0,1,1
Keyon Dooling,ORL,26,50,23,27,53.2,22.0,8.3,19.0,44.0,0.6,2.0,30.2,4.7,5.7,83.5,0.5,3.1,3.6,5.1,3.8,2.3,0.2,5.4,37.6,0,0,1.7,05-06,Keyon Dooling(05-06),ORL(05-06),103.3,101.1,2.3,16.6,1.33,16.8,1.1,5.9,3.6,12.6,45.6,51.3,22.2,90.45,8.2,2,0,0
Tayshaun Prince,DET,26,82,64,18,54.8,21.8,8.6,18.9,45.5,1.2,3.5,35.0,3.4,4.5,76.5,2.0,4.6,6.5,3.5,1.7,1.2,0.7,1.8,39.0,3,0,12.2,05-06,Tayshaun Prince(05-06),DET(05-06),111.4,98.9,12.5,10.6,2.04,13.5,3.7,8.8,6.2,6.6,48.7,52.4,19.6,87.76,9.9,1,2,2
Andrei Kirilenko,UTA,25,69,38,31,54.0,21.8,7.0,15.1,46.0,0.7,2.4,30.8,7.2,10.3,69.9,3.3,8.1,11.4,6.2,4.2,2.1,4.6,3.4,60.7,22,2,0.8,05-06,Andrei Kirilenko(05-06),UTA(05-06),104.8,103.8,1.0,20.2,1.47,20.5,6.6,16.1,11.4,13.9,48.5,55.6,20.5,89.05,15.2,2,0,0
Darius Songaila,CHI,28,62,27,35,50.9,21.8,9.0,18.8,48.1,0.1,0.2,40.0,3.6,4.4,81.7,2.9,6.5,9.4,3.4,3.3,1.3,0.6,6.0,40.8,2,0,2.2,05-06,Darius Songaila(05-06),CHI(05-06),103.4,101.1,2.3,11.3,1.04,12.3,5.9,12.9,9.5,11.8,48.3,52.4,21.2,94.23,9.6,2,1,1
Joe Smith,MIL,30,44,20,24,50.9,21.7,8.3,17.5,47.5,0.0,0.1,0.0,5.1,6.6,77.4,4.8,8.4,13.2,1.8,2.3,1.4,0.7,6.9,44.3,5,0,-0.8,05-06,Joe Smith(05-06),MIL(05-06),105.7,106.5,-0.8,5.8,0.78,7.2,9.5,18.7,13.8,9.3,47.5,53.3,19.8,94.33,9.8,0,1,1
Luol Deng,CHI,21,78,39,39,50.9,21.7,8.6,18.6,46.3,0.4,1.5,26.9,4.0,5.4,75.0,2.5,7.6,10.1,2.9,2.1,1.4,1.0,2.5,43.2,11,0,2.1,05-06,Luol Deng(05-06),CHI(05-06),103.6,101.3,2.3,9.5,1.4,11.0,4.8,14.5,9.7,7.9,47.4,51.7,20.2,94.44,12.5,1,1,1
Dorell Wright,MIA,20,20,14,6,49.6,21.7,7.5,16.1,46.5,1.1,2.2,50.0,5.6,6.4,88.2,0.7,11.2,12.0,3.0,5.2,1.1,0.4,4.5,39.9,0,0,-20.6,05-06,Dorell Wright(05-06),MIA(05-06),85.0,102.9,-17.9,12.9,0.57,11.1,1.6,23.1,12.5,19.4,50.0,57.4,21.6,98.09,13.1,2,1,1
Othella Harrington,CHI,32,72,36,36,51.2,21.5,8.4,17.0,49.5,0.0,0.0,0.0,4.7,7.5,62.8,3.4,6.2,9.6,2.4,3.8,0.4,0.8,8.1,36.6,1,0,0.9,05-06,Othella Harrington(05-06),CHI(05-06),102.6,101.0,1.6,7.9,0.64,9.1,6.6,12.3,9.5,14.3,49.5,53.0,21.1,94.04,6.0,0,1,1
Brian Cook,LAL,25,81,45,36,51.4,21.5,8.7,17.1,51.1,1.2,2.8,42.9,2.8,3.4,83.2,2.9,6.2,9.2,2.5,2.0,1.2,1.1,6.9,41.1,1,0,4.2,05-06,Brian Cook(05-06),LAL(05-06),107.5,103.5,4.0,7.9,1.21,10.7,5.8,13.0,9.3,8.8,54.6,57.8,18.1,93.25,9.3,1,2,2
Bonzi Wells,SAC,29,52,28,24,51.2,21.5,8.6,18.6,46.3,0.3,1.4,22.2,3.9,5.8,67.9,4.3,7.9,12.2,4.4,3.8,2.9,0.8,4.7,49.7,9,0,3.3,05-06,Bonzi Wells(05-06),SAC(05-06),108.1,104.3,3.8,13.9,1.14,14.9,8.9,16.1,12.5,13.0,47.1,50.7,21.9,93.93,10.7,2,1,1
Marc Jackson,NOK,31,64,28,36,53.1,21.5,9.0,19.1,47.2,0.1,0.1,50.0,3.4,4.2,80.5,4.4,6.8,11.2,2.3,3.4,0.7,0.4,6.5,38.2,2,0,-7.2,05-06,Marc Jackson(05-06),NOK(05-06),101.4,107.9,-6.5,7.8,0.68,8.6,8.9,14.3,11.5,12.6,47.3,51.2,20.9,90.69,7.9,0,1,1
Derek Fisher,GSW,31,82,34,48,50.6,21.3,7.1,17.3,41.0,2.3,5.8,39.7,4.8,5.7,83.3,0.7,3.4,4.1,6.9,3.1,2.4,0.2,4.6,41.3,5,0,-0.3,05-06,Derek Fisher(05-06),GSW(05-06),102.7,103.2,-0.5,23.0,2.26,23.2,1.3,6.9,4.0,10.3,47.6,53.6,19.8,94.74,10.0,3,0,0
Kareem Rush,CHA,25,47,13,34,49.8,21.2,8.1,21.0,38.6,2.6,7.3,34.8,2.5,3.4,71.4,0.8,3.8,4.6,2.2,2.9,1.7,0.6,3.5,34.1,0,0,-8.0,05-06,Kareem Rush(05-06),CHA(05-06),97.5,105.4,-7.9,7.9,0.77,8.1,1.5,8.3,4.7,10.6,44.7,47.1,22.1,96.52,6.0,1,2,2
Melvin Ely,CHA,28,57,20,37,51.1,21.2,8.2,16.1,50.8,0.0,0.1,0.0,4.8,7.3,66.7,3.6,6.9,10.5,2.9,3.8,1.1,1.7,6.1,42.6,2,0,-2.8,05-06,Melvin Ely(05-06),CHA(05-06),99.5,102.1,-2.5,10.0,0.76,11.1,6.8,14.6,10.5,14.6,50.8,55.0,20.1,94.11,9.4,0,1,1
Voshon Lenard,POR,33,26,4,22,50.7,21.2,8.3,21.2,39.3,2.8,8.6,32.1,1.8,3.4,51.6,0.6,4.7,5.2,4.5,3.4,2.3,0.4,4.3,39.1,1,0,-4.7,05-06,Voshon Lenard(05-06),POR(05-06),97.8,102.4,-4.7,15.5,1.32,14.9,1.1,9.9,5.4,11.2,45.8,46.7,22.8,94.69,7.3,1,2,2
Mark Blount,MIN,30,81,28,53,51.7,21.1,8.6,16.9,50.8,0.0,0.0,0.0,3.9,5.1,75.7,2.2,6.2,8.4,2.3,4.5,0.9,1.8,5.9,38.2,3,0,-3.7,05-06,Mark Blount(05-06),MIN(05-06),102.4,106.2,-3.8,7.6,0.51,8.8,4.9,12.4,8.9,17.3,50.8,54.9,21.1,92.76,7.7,0,1,1
Chucky Atkins,MEM,31,71,37,34,52.8,20.9,7.0,17.7,39.4,3.0,8.4,35.4,4.0,5.0,79.1,0.7,3.0,3.7,6.1,2.7,1.3,0.1,4.7,36.0,0,0,1.2,05-06,Chucky Atkins(05-06),MEM(05-06),103.8,102.7,1.1,20.6,2.28,21.3,1.4,5.9,3.7,9.4,47.9,52.6,19.7,90.82,8.0,3,0,0
Troy Murphy,GSW,26,74,30,44,50.7,20.8,7.3,16.9,43.3,1.2,3.6,32.0,5.1,6.4,78.7,3.9,11.0,15.0,2.0,2.2,0.9,0.5,3.8,44.1,34,0,-2.4,05-06,Troy Murphy(05-06),GSW(05-06),104.0,106.4,-2.4,6.6,0.94,8.5,7.5,22.5,14.7,9.1,46.8,52.9,19.1,94.71,12.0,1,2,2
Flip Murray,CLE,26,76,35,41,51.7,20.8,7.9,18.8,41.8,0.9,3.5,26.2,4.2,5.9,71.1,0.8,2.9,3.7,4.8,3.3,1.7,0.3,3.3,35.1,0,0,-1.6,05-06,Flip Murray(05-06),CLE(05-06),104.1,106.4,-2.3,16.0,1.46,16.3,1.6,5.9,3.8,11.1,44.2,48.7,21.6,92.52,7.2,2,0,0
